(-0.9153207657960366, -1.5574377810217883)
(-1.075950390852654, -0.15475274753999813)
(-0.9213431175031035, -0.37677852264870015)
(-0.9198958969309756, -1.686983965627768)
(-0.9364658892030718, -0.10922041991961096)
(-0.9836775089407075, -0.08482943158577227)
(-0.9483521701468213, -0.549563359105812)
(-1.0783331433627776, -1.4591537801920889)
(-1.0722487023753546, -0.9829130319844703)
(-0.9165861440963464, -0.32232206721643686)
(-0.9991362188205888, -1.6734010179133085)
(1.623899916688543, -2.0290886482610127)
(1.3608081269474406, -1.9228473129867618)
(1.8478808954082715, -1.9301630592570436)
(1.823507000519062, -1.9485521144133613)
(2.399416087003928, -1.9967921076650827)
(-0.6984243501024494, -1.955424714285532)
(1.837355804601021, -2.0073595633989902)
(2.348043055616154, -2.0415905545229642)
(2.139709212036675, -1.9835571830220202)
(-0.3781387981962596, -1.9846086124068272)
(2.0649392306244545, -2.06593548005717)
(0.5857545229978114, -1.9400229788623968)
(-0.16582262097787748, -1.914476783792706)
(0.46922022954107323, -1.9198883935031805)
(2.763641966755129, -2.0040377958662337)
(0.4393554395835624, -2.0503416516307733)
(0.23593511055928262, -2.0817808362011863)
(-0.3391413620313579, -1.9466514271953983)
(0.2568422789708671, -2.03163330206989)
(2.9598832454335398, -2.0490862627874233)
(-0.9056124826618621, -2.071852896026892)
(-0.5502596384701088, -2.086110160872825)
(3.0022229857439533, -0.7252460509952989)
(2.9203045750464325, -1.884303559755208)
(3.0251142143803285, 1.3580457486403468)
(3.00573411400339, 1.1622592316736817)
(3.068589674000178, -1.4592992112327707)
(3.0959568579700343, -0.321540177575546)
(3.0816239915761376, 0.06486190639830891)
(2.947601700817855, 1.4545253143948846)
(3.0415554229569635, 1.4783166027354202)
(2.9270405470695726, -1.158687168882263)
(2.9809644373799395, 3.0301719364700066)
(3.001165595087308, 3.1399907291046736)
(3.0481739671166173, 1.2648204548250943)
(2.9063560304894533, 0.22770632872693763)
(2.996835754142911, -1.533275139078135)
(3.0782305653155433, 0.31830028121321696)
(3.0321254496739045, 0.7502242985700951)
(2.909212833112488, -0.14987137725656918)
(3.0143092606870368, 3.3741586209270498)
(3.0636874756000347, 1.7265285635947034)
(3.023098474657994, 1.9627740327235852)
(2.9556534046181504, -0.24056769256951904)
(3.0062298260986173, -1.963781907135863)
(2.9938927114355223, -0.5917171936478889)
(2.9066961535657976, 3.3997826686846064)
(3.0943454790107263, 3.4107251146168522)
(3.037547206239077, 1.0636608847593818)
(3.0296659270858797, 3.8064594365106004)
(2.905007129119568, 2.1396224243712627)
(3.082137509674944, -1.0740508166031888)
(3.0336255480540317, -1.1434659676196886)
(3.056136103034554, 0.2008883320695274)
(3.0766010009881453, 3.406468715569381)
(-4.249806489144703, 4.095516148855069)
(-0.8631874673044093, 3.999611391594803)
(2.13895422132439, 3.9989489960348776)
(-1.2901840344445876, 4.073286427121287)
(-4.505564549300266, 4.01406657567452)
(-1.5781694626165272, 3.9533327382293417)
(-0.21238906513723954, 4.080539500669318)
(-1.3462042305891337, 3.946446087103785)
(-4.995002256664919, 4.001006618537325)
(2.9424688402501955, 4.073128967859079)
(-0.8231418981682879, 4.0988031866926695)
(0.15396609374227044, 4.042965087613456)
(0.15467233823572357, 3.977229101142562)
(-2.008992557285735, 4.02212492041534)
(-3.3029425681236955, 3.9631931130662106)
(0.43174502572652607, 3.966811669048513)
(0.9349751176859389, 4.035173099013245)
(2.335271340417254, 3.9425741637371385)
(-1.0472385699301778, 3.916736424287414)
(1.0959663796284556, 3.959337901939987)
(2.585300219126383, 4.048707443936037)
(1.5864479540435976, 4.012883796305253)
(-0.10825274364982196, 4.07692631192262)
(2.0514125897922018, 4.083735093685967)
(-3.7426946061749513, 3.999067594063162)
(2.0292724934583344, 4.042278724555372)
(1.268092236959827, 3.985003197194065)
(-1.884278178594747, 3.9302933252427272)
(-0.7408810294032415, 3.901400408391939)
(0.163518027017175, 3.951462725764492)
(-3.1586514112487105, 4.091180119918812)
(-3.241018506815344, 4.040199649597672)
(-1.5441940837818953, 3.931749426908381)
(-2.8881343690333745, 3.984428767052576)
(-2.7582293585579745, 4.00340294698522)
(-1.5892693089187233, 4.078468823295836)
(-2.7925102093612297, 4.000926417454346)
(-4.250718144577937, 4.096458940152174)
(-4.613830354293055, 3.9395082464890945)
(-2.1581668692247167, 3.950918680645714)
(-4.499146504543806, 4.031225774081008)
(-3.324454541503494, 4.062829337406335)
(2.720377176657559, 3.9400589235621113)
(-2.4233651366812534, 3.9023574636563105)
(-4.9523956638588364, -1.5913936357483607)
(-5.05990035950816, -4.9937854501390095)
(-4.979474443218293, -1.2196082746973351)
(-5.066095987198891, -2.721285575669892)
(-5.007504811836896, -4.659736628095816)
(-5.095052296580985, -5.9342234658734085)
(-4.902423546342643, -1.5164833217580513)
(-4.916486939589189, -5.575187589585149)
(-5.024516674098723, -0.41384356845554393)
(-5.009949962440921, -3.1736132088201696)
(-5.015288214265315, -5.452835670167991)
(-4.941748887729058, -4.353418155587351)
(-5.00590373216301, -5.16951371419671)
(-4.9662471726098785, -1.720136963162191)
(-5.014857760712498, -3.3926468960986638)
(-4.918988501937407, -3.0834721211860496)
(-4.913008959875654, -0.16793984693178032)
(-4.9736686805330566, 3.395404880989153)
(-5.045863974228152, -0.48552061078862785)
(-4.930835528554491, -0.3974883859755556)
(-4.900721944399019, -5.954807183719473)
(-4.940147091310519, -3.6844702832479275)
(-5.039794306255341, -4.416590244582348)
(-4.975647725710175, -2.7553971327921114)
(-4.932485689482749, 3.222429649677574)
(-4.994636644094906, 3.5396429208771885)
(-5.0996921424739545, 3.4784311788467708)
(-4.908863194984967, 3.62984401798537)
(-4.920848904407148, 1.9043051146001977)
(-5.003725783333937, -0.2911644177878632)
(-5.0105022879541075, -1.6195015790139617)
(-5.0214564466034455, -0.2655387796668922)
(-5.098542221796685, -5.871915344226966)
(-4.980581670969776, -2.2302662797384425)
(-4.99604797025748, 0.6525543778935905)
(-5.059722291634069, -4.573659340702293)
